order_id;seller_id;buyer_id;kodepos;subtotal;discount;total;created_at;paid_at;delivery_at
7977;65;3830;46066;480000;0;480000;2019-07-08;2019-07-17;2019-07-24
7988;48;17070;78316;4829000;0;4829000;2020-05-10;2020-05-15;2020-05-16
7994;11;4609;24053;2240000;44000;2196000;2020-05-13;2020-05-26;2020-06-05
8007;18;7595;15015;17920000;0;17920000;2020-02-15;2020-02-18;2020-02-28
8008;50;727;80573;609000;0;609000;2020-03-18;2020-03-31;2020-04-11
8017;16;10280;37288;319000;0;319000;2019-05-27;2019-05-28;2019-06-01
8024;22;14164;76289;919000;0;919000;2020-05-20;2020-05-22;2020-06-01
8028;33;3045;86265;175000;0;175000;2019-05-25;2019-05-30;2019-06-08
8030;28;3365;41610;216000;0;216000;2020-01-30;2020-02-10;2020-02-10
8038;10;6155;23352;2350000;450000;1900000;2019-11-13;2019-11-24;2019-11-29
8041;25;9156;30856;396000;0;396000;2020-02-29;2020-03-12;2020-03-19
8043;18;6522;69541;40000;0;40000;2020-01-01;2020-01-13;2020-01-17
8058;30;9015;69714;1073000;0;1073000;2019-11-24;2019-12-01;2019-12-07
8064;42;17763;39010;396000;0;396000;2020-02-21;2020-03-05;2020-03-07
8073;39;7555;37947;422000;0;422000;2020-04-13;2020-04-22;2020-04-29
8075;10;1085;64372;5768000;0;5768000;2020-05-15;2020-05-29;2020-06-10
8077;62;5871;11550;6126000;0;6126000;2019-11-07;2019-11-20;2019-12-01
8081;59;1551;45334;6700000;0;6700000;2020-05-16;2020-05-17;2020-05-19
8084;44;6771;11398;1926000;0;1926000;2020-03-25;2020-03-28;2020-04-06
8086;2;10947;14209;70000;0;70000;2020-05-18;2020-05-31;2020-06-11
8087;12;5528;06906;1500000;0;1500000;2019-10-02;2019-10-04;2019-10-12
8101;4;7491;98391;3512000;0;3512000;2020-02-26;2020-03-11;2020-03-23
8108;39;11040;59056;52000;0;52000;2019-09-11;2019-09-19;2019-09-19
8109;55;8123;43959;462000;0;462000;2019-10-04;2019-10-07;2019-10-18
8122;32;10394;88136;8391000;0;8391000;2019-10-03;2019-10-17;2019-10-26
8126;55;11817;90340;667000;0;667000;2019-11-30;2019-12-12;2019-12-16
8131;22;13915;01247;240000;0;240000;2019-08-24;2019-09-03;2019-09-12
8134;15;8952;51420;8792000;0;8792000;2020-05-28;2020-06-02;2020-06-08
8136;30;15739;49995;1298000;0;1298000;2019-06-22;2019-06-26;2019-06-29
8146;60;3162;49972;539000;0;539000;2019-11-05;2019-11-14;2019-11-18
8149;11;16372;01961;360000;0;360000;2020-04-21;2020-04-25;NA
8151;69;1772;06612;405000;0;405000;2020-03-28;2020-04-06;2020-04-18
8158;45;939;92228;471000;0;471000;2019-12-02;2019-12-06;2019-12-12
8159;60;15323;03013;3148000;178200;2969800;2020-03-11;2020-03-17;2020-03-26
8169;48;779;72481;168000;0;168000;2019-02-24;2019-03-09;2019-03-09
8181;35;3956;95021;4532000;0;4532000;2020-03-01;2020-03-05;2020-03-07
8183;39;1305;99772;110000;0;110000;2020-02-18;2020-02-23;2020-02-25
8187;9;15237;47147;4532000;0;4532000;2020-04-23;2020-05-02;NA
8191;34;17478;31951;126000;0;126000;2019-06-02;2019-06-06;2019-06-13
8197;10;10318;14264;410000;0;410000;2020-04-21;2020-04-23;2020-04-29
8208;63;6439;02930;1203000;0;1203000;2020-03-14;2020-03-26;2020-04-01
8226;40;12849;81959;260000;0;260000;2019-10-02;2019-10-04;2019-10-16
8227;14;11572;96323;5036000;0;5036000;2020-05-13;2020-05-21;2020-05-26
8237;32;10279;42894;108000;0;108000;2019-11-12;2019-11-25;2019-12-07
8249;36;8371;60992;594000;0;594000;2019-04-07;2019-04-15;2019-04-20
8260;18;12840;92559;401000;0;401000;2019-12-24;2020-01-03;2020-01-13
8264;2;222;47983;66000;0;66000;2020-01-30;2020-02-11;2020-02-17
8277;9;13880;15114;30000;0;30000;2019-10-22;2019-10-30;2019-11-01
8278;49;7910;17942;62000;0;62000;2019-08-22;2019-09-04;NA
8284;2;6952;36801;186000;0;186000;2019-07-15;2019-07-25;2019-08-03
8286;65;10373;36886;2557000;0;2557000;2020-03-22;2020-03-24;2020-03-28
8288;66;9587;15086;312000;0;312000;2019-12-29;2020-01-07;2020-01-19
8298;29;5542;77637;205000;0;205000;2019-05-03;2019-05-11;2019-05-23
8299;2;5135;90563;6560000;0;6560000;2020-01-20;2020-01-22;2020-01-22
8301;20;8325;48725;432000;0;432000;2019-09-30;2019-10-14;2019-10-25
8310;10;15392;17132;1668000;0;1668000;2020-03-14;2020-03-16;2020-03-26
8311;39;7940;64287;4950000;0;4950000;2019-10-25;NA;NA
8326;52;2798;53571;1950000;0;1950000;2020-05-20;2020-05-21;2020-05-26
8327;24;5720;14757;190000;0;190000;2019-12-09;2019-12-10;2019-12-22
8329;16;5124;96062;1223000;0;1223000;2020-05-30;2020-06-08;2020-06-11
8330;41;17429;68239;2415000;0;2415000;2019-12-18;2019-12-21;NA
8343;58;17495;72346;3160000;0;3160000;2020-05-30;2020-06-07;2020-06-07
8353;15;10116;57691;360000;90000;270000;2020-03-29;2020-03-30;2020-04-11
8361;37;1397;46386;4471000;294150;4176850;2020-05-13;2020-05-27;2020-05-28
8372;30;9502;85855;4327000;0;4327000;2020-05-11;2020-05-20;2020-05-29
8373;49;1560;37827;1060000;0;1060000;2019-12-08;2019-12-18;2019-12-20
8374;30;16864;47200;1401000;0;1401000;2020-03-28;2020-04-06;2020-04-10
8379;24;10678;81875;87000;0;87000;2020-03-10;2020-03-19;2020-03-21
8386;62;14129;84923;5964000;0;5964000;2020-05-31;2020-06-10;2020-06-19
8393;15;12445;93254;4179000;0;4179000;2020-05-26;2020-06-05;2020-06-06
8394;22;10994;33818;72000;7200;64800;2019-07-15;2019-07-24;2019-08-07
8403;53;7827;43136;112000;0;112000;2019-08-09;2019-08-14;2019-08-24
8404;26;14705;42801;268000;0;268000;2019-10-11;2019-10-16;2019-10-26
8411;42;9046;51396;520000;0;520000;2019-10-03;2019-10-09;2019-10-21
8414;11;298;13594;2702000;0;2702000;2020-02-28;2020-03-03;2020-03-09
8418;31;12269;97652;2934000;192000;2742000;2020-03-23;2020-04-02;2020-04-06
8423;65;10313;14287;2964000;76000;2888000;2020-04-27;2020-05-10;2020-05-17
8430;56;2456;18479;4358000;0;4358000;2019-12-20;2019-12-23;2019-12-29
8435;64;13963;37153;5862000;0;5862000;2019-12-27;2020-01-06;2020-01-13
8436;57;8628;22612;2148000;0;2148000;2019-11-15;2019-11-16;2019-11-30
8440;14;10954;55115;443000;0;443000;2019-09-23;2019-09-25;2019-09-25
8441;65;17313;03284;646000;0;646000;2019-07-10;2019-07-22;2019-07-30
8446;66;13351;68667;1582000;0;1582000;2020-03-23;2020-04-03;2020-04-07
8473;50;16220;87834;32000;3200;28800;2019-03-02;2019-03-11;2019-03-19
8477;40;719;42874;5020000;0;5020000;2019-12-09;2019-12-19;2019-12-27
8480;3;523;26111;516000;0;516000;2019-07-23;2019-08-05;2019-08-15
8482;39;4038;28353;148000;0;148000;2019-12-24;2019-12-25;2019-12-27
8485;57;15757;87238;3264000;0;3264000;2019-09-26;2019-09-27;2019-10-11
8492;33;16427;34753;2211000;0;2211000;2020-02-12;2020-02-18;2020-02-26
8497;23;2311;61386;4462000;408900;4053100;2020-05-25;NA;NA
8501;21;11664;84532;8662000;31500;8630500;2020-04-24;2020-04-30;2020-05-06
8515;2;6128;80053;144000;0;144000;2019-11-06;2019-11-20;2019-11-22
8516;62;5550;08606;5984000;1190000;4794000;2019-09-16;2019-09-19;2019-09-26
8521;33;4639;33281;1863000;0;1863000;2019-08-15;2019-08-24;2019-08-27
8522;1;9565;25496;9294000;0;9294000;2020-05-31;NA;NA
8534;30;17445;04807;2499000;0;2499000;2020-01-25;2020-01-26;2020-02-04
8536;42;14035;57576;60000;0;60000;2019-12-24;2019-12-25;2020-01-03
8542;41;9043;49220;2405000;0;2405000;2019-10-24;2019-11-05;2019-11-08
8544;9;13;14712;2342000;0;2342000;2019-09-07;NA;NA
8549;6;16168;64852;30000;0;30000;2020-01-12;NA;NA
8561;18;12577;58135;1924000;0;1924000;2019-08-06;NA;NA
8565;22;7772;67518;882000;0;882000;2020-02-28;2020-03-06;2020-03-14
8576;55;6448;61153;164000;0;164000;2019-10-08;NA;NA
8578;52;15980;40518;4400000;0;4400000;2020-05-07;2020-05-09;NA
8579;40;13896;72870;5045000;0;5045000;2019-11-14;2019-11-15;2019-11-27
8580;23;860;02884;1437000;0;1437000;2020-03-09;2020-03-20;NA
8585;20;11060;67176;165000;0;165000;2019-06-09;2019-06-21;2019-06-30
8587;4;9778;94561;5824000;0;5824000;2019-11-30;2019-12-03;2019-12-04
8588;11;5627;39152;7308000;0;7308000;2019-12-21;2019-12-24;2020-01-01
8594;36;4523;08995;298000;0;298000;2019-10-26;2019-11-07;2019-11-15
8603;50;8134;10501;1312000;0;1312000;2019-12-12;2019-12-17;2019-12-27
8604;34;11470;72720;2262000;0;2262000;2019-12-02;2019-12-16;2019-12-21
8611;68;11809;32740;672000;0;672000;2020-05-17;2020-05-26;2020-06-04
8615;55;147;34615;110000;27500;82500;2019-10-23;2019-10-28;2019-10-28
8619;48;9979;50885;1104000;0;1104000;2019-09-12;2019-09-19;2019-09-22
8625;61;8409;08670;1092000;0;1092000;2020-02-05;2020-02-19;NA
8629;49;17881;06211;2582000;0;2582000;2019-12-03;2019-12-12;2019-12-12
8655;9;1973;16626;3774000;0;3774000;2019-08-03;2019-08-15;2019-08-16
8661;51;4898;91185;144000;0;144000;2019-12-03;2019-12-06;2019-12-17
8663;11;3705;35503;810000;0;810000;2020-03-25;NA;NA
8666;21;3773;69637;180000;0;180000;2019-08-31;2019-09-03;2019-09-03
8667;52;7116;41543;2410000;0;2410000;2020-03-29;2020-04-12;2020-04-14
8668;17;12841;43707;3390000;0;3390000;2019-11-11;2019-11-15;2019-11-26
8669;53;9957;16362;792000;0;792000;2019-09-06;2019-09-07;2019-09-09
8676;7;15294;69620;1317000;0;1317000;2020-04-20;2020-04-29;NA
8682;47;43;83422;2142000;0;2142000;2020-02-26;2020-03-10;2020-03-21
8687;40;14806;45968;774000;0;774000;2019-12-28;2019-12-30;2020-01-07
8696;40;4878;48506;3960000;0;3960000;2019-12-28;2019-12-31;2020-01-07
8698;57;5269;88610;232000;0;232000;2020-04-12;2020-04-26;2020-04-27
8705;34;16145;29912;3526000;0;3526000;2020-03-06;2020-03-11;2020-03-12
8707;53;2096;13169;460000;0;460000;2020-03-29;2020-04-12;2020-04-26
8708;43;7123;83150;9906000;0;9906000;2020-04-08;2020-04-22;2020-04-23
8733;69;2402;46164;162000;0;162000;2019-12-05;2019-12-18;2019-12-29
8734;23;14836;44654;2671000;0;2671000;2020-04-25;2020-05-08;2020-05-20
8739;42;8907;95388;968000;0;968000;2020-01-28;2020-02-09;2020-02-23
8742;24;11611;88408;434000;0;434000;2019-09-20;2019-09-27;2019-10-09
8747;30;16531;60441;634000;0;634000;2020-05-18;2020-05-30;2020-06-10
8758;31;6619;83713;829000;0;829000;2020-02-13;2020-02-23;2020-03-01
8768;34;10643;44310;2156000;0;2156000;2020-02-23;2020-03-05;2020-03-06
8770;56;3124;33448;44000;0;44000;2020-05-17;2020-05-27;2020-06-05
8773;57;11445;08693;1592000;0;1592000;2020-04-22;2020-05-04;2020-05-13
8775;49;7651;04160;1240000;0;1240000;2020-05-29;2020-06-11;2020-06-14
8776;24;10318;51480;420000;0;420000;2019-12-28;2020-01-03;NA
8798;2;1383;78916;2808000;0;2808000;2019-10-31;2019-11-01;2019-11-06
8807;61;17138;17194;840000;7200;832800;2020-05-26;2020-05-30;2020-06-11
8829;34;11417;68247;3250000;487500;2762500;2019-11-02;2019-11-06;NA
8836;15;8591;31014;3400000;0;3400000;2020-01-28;2020-02-11;2020-02-22
8838;54;933;00820;5069000;0;5069000;2020-05-17;2020-05-20;2020-05-22
8840;32;4637;11516;32000;0;32000;2019-09-03;2019-09-12;2019-09-23
8852;17;5857;52594;6600000;0;6600000;2020-05-22;2020-05-23;2020-05-30
8865;34;3517;87836;1184000;0;1184000;2019-10-21;NA;NA
8866;48;3177;45631;992000;0;992000;2019-12-06;2019-12-14;2019-12-19
8874;12;16789;36882;533000;0;533000;2020-04-06;2020-04-17;2020-04-22
8877;46;5214;75459;566000;0;566000;2020-05-04;2020-05-06;2020-05-16
8881;25;8515;36604;13426000;1386000;12040000;2020-02-23;2020-03-06;2020-03-17
8882;7;3935;89593;7441000;0;7441000;2020-02-26;2020-02-29;2020-03-04
8897;55;5596;18947;426000;84000;342000;2019-08-30;2019-09-02;2019-09-08
8899;16;1418;55199;3168000;0;3168000;2019-06-27;2019-06-30;2019-07-02
8900;52;7329;77453;1659000;0;1659000;2019-06-26;2019-07-06;2019-07-11
8905;1;12366;76446;756000;0;756000;2020-05-12;2020-05-23;NA
8912;23;8776;79401;197000;0;197000;2019-07-19;NA;NA
8913;50;10974;66282;316000;0;316000;2020-04-01;2020-04-08;NA
8925;17;17352;51287;1454000;3600;1450400;2020-02-28;2020-03-10;2020-03-17
8933;38;3252;49479;180000;0;180000;2019-10-03;2019-10-13;NA
8934;8;7864;26055;105000;0;105000;2020-02-17;2020-02-21;2020-02-24
8935;45;10879;65378;45000;0;45000;2019-12-09;2019-12-21;2019-12-28
8939;61;2511;92304;926000;0;926000;2020-02-18;2020-02-28;2020-02-29
8944;65;11031;85468;2948000;0;2948000;2020-02-05;2020-02-12;2020-02-18
8945;32;8266;99400;5130000;0;5130000;2020-02-21;2020-02-23;2020-02-29
8963;55;13700;64667;391000;0;391000;2020-02-17;2020-02-20;2020-03-02
8965;13;5052;11705;2707000;0;2707000;2020-05-06;2020-05-19;2020-05-31
8969;10;10413;45586;6013000;0;6013000;2019-12-16;2019-12-21;2019-12-28
8978;24;3784;59610;2233000;0;2233000;2020-03-26;2020-04-07;2020-04-08
8981;16;16231;93770;328000;0;328000;2020-02-21;2020-02-29;2020-03-01
8983;54;13860;45222;3515000;16000;3499000;2020-05-12;2020-05-21;2020-06-04
8998;33;9917;91208;9746000;0;9746000;2020-04-30;2020-05-05;2020-05-16
9011;8;11789;54190;717000;0;717000;2020-01-14;NA;NA
9012;24;9309;53842;6000;0;6000;2019-10-18;2019-10-26;2019-10-27
9014;48;5734;54971;250000;0;250000;2019-12-12;2019-12-20;2020-01-01
9021;17;12891;55482;476000;95200;380800;2019-10-05;2019-10-19;2019-10-28
9022;69;15209;27325;620000;0;620000;2019-10-08;2019-10-21;2019-10-26
9038;34;15279;68622;168000;0;168000;2019-09-03;2019-09-05;2019-09-16
9058;55;4784;67885;10519000;0;10519000;2020-03-31;2020-04-02;2020-04-10
9060;8;6996;14694;5987000;0;5987000;2020-03-16;NA;NA
9068;18;11499;59475;2008000;0;2008000;2019-09-07;2019-09-18;2019-09-29
9084;5;275;97023;5260000;0;5260000;2019-12-17;2019-12-22;2019-12-24
9085;11;2845;85213;754000;0;754000;2019-12-25;2020-01-07;2020-01-09
9089;11;16007;00897;1060000;0;1060000;2019-11-20;2019-12-03;NA
9095;21;8185;98388;108000;10800;97200;2019-08-14;NA;NA
9103;66;9977;20849;5465000;0;5465000;2020-05-29;2020-06-01;2020-06-12
9107;53;11868;08680;456000;0;456000;2019-12-07;2019-12-13;2019-12-13
9120;62;4275;45699;743000;0;743000;2019-09-07;2019-09-19;2019-09-23
9122;59;871;94405;1190000;0;1190000;2020-04-26;2020-05-01;2020-05-13
9129;33;16616;60593;453000;0;453000;2019-12-03;2019-12-10;2019-12-15
9143;23;8119;58609;2584000;0;2584000;2019-10-14;2019-10-17;2019-10-24
9144;8;14719;52463;2011000;94350;1916650;2020-02-16;2020-02-22;2020-03-07
9150;38;9118;70216;510000;0;510000;2020-01-08;NA;NA
9152;30;49;12064;144000;0;144000;2019-06-24;2019-07-02;2019-07-09
9159;60;13220;26972;204000;0;204000;2019-11-18;2019-12-01;2019-12-03
9160;42;5368;61261;246000;0;246000;2020-02-11;2020-02-18;2020-02-19
9172;27;9667;33911;441000;0;441000;2019-10-16;2019-10-17;2019-10-22
9178;48;13988;69448;2739000;0;2739000;2020-01-16;2020-01-26;2020-01-30
9185;2;15791;76060;10528000;0;10528000;2020-01-31;2020-02-03;2020-02-09
9195;8;17764;85620;2372000;235600;2136400;2019-05-09;2019-05-17;2019-05-21
9199;34;12489;40754;24000;0;24000;2019-07-04;2019-07-17;2019-07-26
9213;30;77;68942;304000;0;304000;2019-10-17;2019-10-20;2019-11-03
9221;43;8812;62882;978000;0;978000;2020-04-18;2020-04-26;2020-05-03
9232;33;2857;26689;5000;0;5000;2020-03-20;2020-03-29;2020-04-06
9233;21;15694;67218;1172000;0;1172000;2020-02-03;2020-02-14;2020-02-24
9240;5;1805;85217;276000;0;276000;2020-03-13;2020-03-24;2020-03-27
9248;18;13680;34295;1778000;0;1778000;2020-03-10;2020-03-12;2020-03-17
9253;62;7161;21711;3296000;0;3296000;2020-02-26;2020-03-03;2020-03-14
9266;14;309;17632;179000;0;179000;2019-12-11;2019-12-23;2019-12-30
9269;26;9691;71368;760000;0;760000;2020-02-27;2020-03-08;NA
9273;59;12653;72479;670000;61200;608800;2020-03-19;2020-04-02;2020-04-14
9278;60;12658;65154;339000;0;339000;2020-02-15;2020-02-19;2020-02-26
9297;13;70;42038;432000;0;432000;2019-10-16;2019-10-29;2019-11-02
9302;24;9090;69125;2962000;0;2962000;2020-05-09;2020-05-10;2020-05-11
9303;27;97;89163;980000;0;980000;2020-01-19;2020-01-21;2020-01-28
9308;12;17073;98455;6800000;0;6800000;2020-05-05;2020-05-19;2020-06-02
9309;56;16309;84615;5600000;0;5600000;2019-09-25;NA;NA
9316;68;6807;39993;304000;0;304000;2019-06-26;2019-07-03;2019-07-06
9321;26;5185;31037;550000;0;550000;2019-11-23;2019-11-28;2019-12-04
9323;58;13469;70623;1180000;0;1180000;2020-05-01;2020-05-03;2020-05-10
9325;62;8455;42495;2040000;0;2040000;2019-11-15;2019-11-29;2019-12-03
9335;64;11671;23870;341000;0;341000;2019-12-07;2019-12-14;2019-12-18
9348;47;15683;10736;4163000;0;4163000;2020-05-28;2020-06-08;2020-06-17
9368;64;6544;68770;312000;0;312000;2019-11-09;2019-11-22;2019-12-03
9398;47;15654;15389;216000;0;216000;2019-11-11;2019-11-18;2019-11-20
9401;6;8684;58713;36000;0;36000;2019-08-15;2019-08-26;2019-09-06
9403;5;5333;64035;740000;0;740000;2020-01-30;2020-02-03;2020-02-09
9407;67;2339;27119;1785000;0;1785000;2019-10-27;2019-11-03;NA
9413;4;6114;69910;606000;0;606000;2020-03-17;2020-03-18;2020-03-23
9415;19;6691;67219;28000;0;28000;2020-02-25;2020-02-29;2020-03-05
9423;60;10090;79486;2872000;0;2872000;2020-05-21;2020-05-22;2020-05-23
9444;29;12574;43136;895000;0;895000;2019-11-18;2019-11-29;2019-12-10
9450;52;11774;11940;176000;0;176000;2020-02-28;2020-03-10;2020-03-21
9470;48;7841;94745;105000;0;105000;2020-01-10;2020-01-20;2020-01-23
9477;2;1798;12618;16092000;0;16092000;2020-01-21;NA;NA
9480;18;15378;00849;2869000;0;2869000;2020-04-04;2020-04-07;2020-04-14
9490;5;435;02321;423000;0;423000;2020-04-18;2020-04-23;2020-04-29
9492;37;1315;20383;1727000;0;1727000;2020-01-10;2020-01-23;2020-01-30
9494;15;11764;81241;1684000;0;1684000;2019-12-07;2019-12-13;2019-12-22
9498;55;4521;53907;1360000;0;1360000;2019-10-27;2019-11-08;2019-11-17
9500;65;2423;98525;498000;0;498000;2019-12-12;2019-12-26;2020-01-06
9501;68;11193;13258;207000;0;207000;2019-10-21;2019-10-26;NA
9513;27;466;75021;3650000;0;3650000;2020-01-30;2020-02-02;2020-02-02
9514;23;11102;98329;2095000;0;2095000;2020-05-03;2020-05-15;2020-05-27
9515;23;13567;70395;1260000;0;1260000;2020-03-17;2020-03-23;2020-03-30
9523;29;11421;87831;2038000;176800;1861200;2019-12-30;2020-01-12;2020-01-16
9524;22;13228;46237;7438000;0;7438000;2019-12-22;2020-01-04;2020-01-11
9525;27;4464;30277;2048000;0;2048000;2019-12-21;2019-12-25;2020-01-05
9527;3;2234;68974;2030000;0;2030000;2020-03-26;2020-04-04;2020-04-09
9529;8;17831;76123;258000;0;258000;2019-11-27;2019-12-09;2019-12-11
9530;18;1244;30317;2296000;0;2296000;2020-05-06;2020-05-13;2020-05-23
9531;23;7944;67428;3018000;0;3018000;2019-11-30;2019-12-01;NA
9537;60;6449;74098;638000;0;638000;2020-03-31;2020-04-01;2020-04-12
9538;14;3411;03351;136000;0;136000;2019-12-16;2019-12-30;2020-01-01
9542;20;8689;88484;198000;0;198000;2020-02-26;2020-03-03;2020-03-13
9546;22;6260;86985;1608000;0;1608000;2020-02-28;2020-03-09;2020-03-13
9547;54;7083;75560;6375000;0;6375000;2020-01-05;2020-01-12;2020-01-21
9550;9;10892;49458;3563000;0;3563000;2020-01-30;2020-01-31;NA
9555;25;15996;18966;504000;0;504000;2020-04-03;2020-04-08;2020-04-09
9560;22;8499;23645;688000;0;688000;2019-11-08;2019-11-12;2019-11-15
9564;46;16144;03048;133000;0;133000;2019-07-12;2019-07-16;2019-07-16
9577;62;15640;83432;95000;0;95000;2020-03-25;2020-04-02;NA
9578;38;5048;20898;600000;0;600000;2020-03-17;2020-03-27;NA
9582;69;5357;83749;1745000;0;1745000;2020-03-31;2020-04-11;2020-04-15
9587;42;16957;61150;1111000;0;1111000;2019-09-14;2019-09-25;2019-09-26
9600;26;1935;70813;780000;0;780000;2020-05-20;2020-05-29;2020-05-29
9607;9;7293;28709;198000;0;198000;2020-02-14;2020-02-18;2020-03-03
9614;48;3043;22498;851000;0;851000;2019-12-09;2019-12-16;2019-12-18
9618;41;4888;20254;96000;0;96000;2019-06-19;2019-06-20;2019-06-30
9620;19;11450;15017;1890000;0;1890000;2019-12-25;2020-01-07;2020-01-09
9626;2;2496;45932;2852000;0;2852000;2020-05-08;2020-05-21;2020-05-26
9631;6;9131;07411;493000;0;493000;2019-11-14;2019-11-15;2019-11-22
9636;24;13906;55139;629000;0;629000;2020-02-01;2020-02-13;NA
9641;41;8566;91419;574000;0;574000;2020-03-21;2020-03-23;2020-03-26
9646;5;11238;60396;116000;0;116000;2019-10-13;2019-10-20;2019-11-01
9653;1;13320;13649;1989000;0;1989000;2019-04-29;2019-05-13;2019-05-19
9663;60;2304;64602;4453000;222750;4230250;2019-12-02;2019-12-16;2019-12-19
9684;49;10906;10926;840000;0;840000;2019-09-27;2019-10-02;2019-10-05
9690;20;16079;15465;230000;0;230000;2019-12-28;2020-01-07;2020-01-17
9707;4;542;81709;7470000;0;7470000;2020-03-14;NA;NA
9708;28;3075;54887;6072000;0;6072000;2020-05-18;2020-05-30;2020-05-30
9716;48;783;87775;252000;0;252000;2019-11-16;2019-11-19;2019-11-29
9732;16;3551;06362;4238000;0;4238000;2020-04-17;2020-04-25;2020-04-30
9733;46;3597;23157;2761000;0;2761000;2020-02-26;2020-03-05;2020-03-09
9736;28;3287;31167;266000;0;266000;2020-01-23;2020-01-27;2020-01-30
9739;42;10577;13041;444000;0;444000;2019-08-13;NA;NA
9759;60;2683;29675;476000;0;476000;2019-03-22;2019-04-04;2019-04-13
9770;53;12340;66798;2290000;0;2290000;2019-07-30;2019-08-07;2019-08-11
9771;9;15419;90933;12088000;0;12088000;2020-03-21;2020-04-02;2020-04-07
9774;55;15851;03914;1419000;0;1419000;2019-09-19;2019-09-29;2019-10-10
9789;22;8208;27874;4462000;0;4462000;2020-03-20;2020-03-28;2020-04-05
9790;3;16460;74880;2550000;0;2550000;2019-06-28;2019-07-11;2019-07-23
9796;11;11946;37021;3028000;132000;2896000;2020-03-22;2020-03-28;2020-04-03
9801;8;5760;05364;5000;0;5000;2020-01-22;NA;NA
9805;30;15552;53133;456000;0;456000;2020-01-13;2020-01-20;2020-01-31
9813;49;6268;46372;1825000;0;1825000;2019-08-25;2019-09-08;NA
9816;33;11591;90895;972000;0;972000;2019-10-07;2019-10-17;2019-10-31
9817;9;10088;04977;5786000;0;5786000;2019-07-10;2019-07-20;2019-07-24
9827;5;6502;09073;1400000;0;1400000;2019-07-05;2019-07-12;2019-07-13
9831;38;490;81112;994000;0;994000;2019-12-16;2019-12-29;2020-01-05
9832;36;8294;73487;20000;0;20000;2019-08-26;2019-09-04;2019-09-12
9843;1;2101;71374;6753000;0;6753000;2019-12-28;2020-01-08;2020-01-14
9849;5;7113;11535;3875000;0;3875000;2019-09-16;2019-09-30;2019-10-11
9850;34;86;09508;2406000;0;2406000;2019-12-26;2020-01-06;2020-01-15
9855;12;10923;80896;640000;0;640000;2020-04-17;2020-05-01;2020-05-06
9859;7;3779;29324;614000;0;614000;2019-10-11;2019-10-23;2019-11-03
9867;4;17518;80782;1438000;0;1438000;2019-11-30;2019-12-12;2019-12-24
9868;12;17195;72683;1071000;78000;993000;2020-05-05;2020-05-06;2020-05-12
9873;10;7677;73578;27000;4050;22950;2020-04-09;2020-04-23;2020-04-29
9876;15;14968;71303;252000;0;252000;2020-02-17;2020-02-26;2020-03-06
9886;64;12211;94847;3705000;0;3705000;2020-04-18;2020-04-27;2020-05-11
9887;25;16798;31990;2438000;0;2438000;2020-05-13;2020-05-26;2020-06-06
9895;24;9802;06407;920000;0;920000;2020-05-23;2020-05-26;2020-06-07
9896;35;4558;38457;2940000;0;2940000;2019-09-10;2019-09-13;NA
9908;28;5094;29140;3132000;0;3132000;2020-04-13;2020-04-19;2020-04-24
9916;15;17282;20118;402000;0;402000;2020-04-10;2020-04-19;2020-04-19
9928;39;7630;00943;198000;0;198000;2019-11-27;2019-11-29;NA
9943;9;14287;16700;6655000;0;6655000;2020-02-16;2020-02-29;2020-03-05
9970;6;5576;96987;1075000;22400;1052600;2020-04-25;NA;NA
9973;63;7792;97948;3002000;0;3002000;2019-12-23;2019-12-29;NA
9994;21;16092;97550;648000;0;648000;2019-10-25;2019-11-05;2019-11-10
9995;3;8809;98400;782000;0;782000;2019-11-21;2019-12-01;2019-12-06
9997;7;4313;97719;127000;0;127000;2019-08-28;2019-09-05;2019-09-12
9999;12;15917;61752;3666000;0;3666000;2019-12-05;2019-12-14;2019-12-24
10009;6;3099;86120;7400000;0;7400000;2019-10-20;2019-10-27;2019-10-30
10016;56;10298;53469;1061000;0;1061000;2020-05-13;2020-05-23;2020-05-24
10030;29;5488;79284;3010000;0;3010000;2019-09-28;2019-10-10;2019-10-14
10036;21;6241;91688;1318000;0;1318000;2020-04-06;2020-04-14;2020-04-17
10037;24;12709;68717;133000;0;133000;2019-08-12;2019-08-15;2019-08-16
10042;53;14319;41688;150000;0;150000;2019-09-05;2019-09-10;2019-09-24
10043;48;7663;78150;3380000;0;3380000;2020-02-07;2020-02-14;2020-02-24
10045;64;16241;24397;738000;0;738000;2019-05-14;2019-05-16;2019-05-19
10053;53;13186;81008;3968000;0;3968000;2019-12-06;2019-12-20;2019-12-26
10060;4;12545;18908;2903000;0;2903000;2019-10-12;2019-10-22;2019-11-01
10066;55;9239;95754;1394000;0;1394000;2020-02-27;NA;NA
10075;28;2990;15880;590000;0;590000;2019-11-15;2019-11-26;2019-11-28
10076;17;2883;48431;6290000;0;6290000;2020-04-28;2020-05-05;2020-05-16
10079;26;5758;56611;110000;0;110000;2020-03-29;2020-04-04;2020-04-04
10080;51;6000;63038;51000;0;51000;2020-05-14;2020-05-19;2020-06-02
10081;46;2282;44763;1169000;0;1169000;2020-03-09;2020-03-10;2020-03-16
10082;38;1837;41879;629000;33600;595400;2020-01-12;2020-01-16;2020-01-23
10086;17;5278;61752;476000;0;476000;2020-01-15;2020-01-29;2020-02-03
